,Food code,Main food description,WWEIA Category description,Ingredient description
8391,27446320,"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",Poultry mixed dishes,Fast foods  chicken  breaded and fried  boneless pieces  plain
8392,27446320,"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",Poultry mixed dishes,Tomatoes  red  ripe  raw  year round average
8393,27446320,"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",Poultry mixed dishes,Cheese  cheddar (Includes foods for USDA's Food Distribution Program)
8394,27446320,"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",Poultry mixed dishes,Pork  cured  bacon  pre-sliced  cooked  pan-fried
8395,27446320,"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",Poultry mixed dishes,Cucumber  with peel  raw
8396,27446320,"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",Poultry mixed dishes,Celery  raw
8397,27446320,"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",Poultry mixed dishes,Carrots  raw
8398,27446320,"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",Poultry mixed dishes,Onions  raw
8399,27446330,"Chicken or turkey garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",Poultry mixed dishes,Mixed salad greens  raw
8400,27446330,"Chicken or turkey garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",Poultry mixed dishes,Chicken  broiler  rotisserie  BBQ  breast  meat only
8401,27446330,"Chicken or turkey garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",Poultry mixed dishes,Cheese  cheddar (Includes foods for USDA's Food Distribution Program)
8402,27446330,"Chicken or turkey garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",Poultry mixed dishes,Tomatoes  red  ripe  raw  year round average
8403,27446330,"Chicken or turkey garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",Poultry mixed dishes,Carrots  raw
8404,27446330,"Chicken or turkey garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",Poultry mixed dishes,Cucumber  with peel  raw
8405,27446330,"Chicken or turkey garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",Poultry mixed dishes,Celery  raw
8406,27446330,"Chicken or turkey garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",Poultry mixed dishes,Onions  raw
8407,27446332,"Chicken or turkey, breaded, fried, garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",Poultry mixed dishes,Mixed salad greens  raw
8408,27446332,"Chicken or turkey, breaded, fried, garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",Poultry mixed dishes,Fast foods  chicken  breaded and fried  boneless pieces  plain
8409,27446332,"Chicken or turkey, breaded, fried, garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",Poultry mixed dishes,Cheese  cheddar (Includes foods for USDA's Food Distribution Program)
8410,27446332,"Chicken or turkey, breaded, fried, garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",Poultry mixed dishes,Tomatoes  red  ripe  raw  year round average
8411,27446332,"Chicken or turkey, breaded, fried, garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",Poultry mixed dishes,Carrots  raw
8431,27446400,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cheese sauce",Poultry mixed dishes,Chicken  NS as to part  rotisserie  skin not eaten
8432,27446400,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cheese sauce",Poultry mixed dishes,Cheese sauce  prepared from recipe
8433,27446400,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cheese sauce",Poultry mixed dishes,Carrots  frozen  cooked  boiled  drained  without salt
8434,27446400,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cheese sauce",Poultry mixed dishes,Broccoli  frozen  chopped  cooked  boiled  drained  without salt
8435,27446400,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cheese sauce",Poultry mixed dishes,Salt  table  iodized
8436,27446400,"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cheese sauce",Poultry mixed dishes,Beverages  water  tap  drinking
8437,27446410,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, cheese sauce",Poultry mixed dishes,Chicken  NS as to part  rotisserie  skin not eaten
8438,27446410,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, cheese sauce",Poultry mixed dishes,Cheese sauce  prepared from recipe
8439,27446410,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, cheese sauce",Poultry mixed dishes,Corn  sweet  yellow  frozen  kernels cut off cob  boiled  drained  without salt
8440,27446410,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, cheese sauce",Poultry mixed dishes,Beans  snap  green  frozen  cooked  boiled  drained without salt
8441,27446410,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, cheese sauce",Poultry mixed dishes,Beverages  water  tap  drinking
8442,27446410,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, cheese sauce",Poultry mixed dishes,Salt  table  iodized
8544,27450110,"Shrimp garden salad, shrimp, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",Seafood mixed dishes,Mixed salad greens  raw
8545,27450110,"Shrimp garden salad, shrimp, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",Seafood mixed dishes,Crustaceans  shrimp  mixed species  canned
8546,27450110,"Shrimp garden salad, shrimp, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",Seafood mixed dishes,Celery  raw
8547,27450110,"Shrimp garden salad, shrimp, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",Seafood mixed dishes,Carrots  raw
8548,27450110,"Shrimp garden salad, shrimp, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",Seafood mixed dishes,Tomatoes  red  ripe  raw  year round average
8549,27450110,"Shrimp garden salad, shrimp, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",Seafood mixed dishes,Egg  whole  cooked  hard-boiled
8550,27450110,"Shrimp garden salad, shrimp, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",Seafood mixed dishes,Cucumber  with peel  raw
8551,27450110,"Shrimp garden salad, shrimp, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",Seafood mixed dishes,Onions  raw
8552,27450120,"Shrimp garden salad, shrimp, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",Seafood mixed dishes,Mixed salad greens  raw
8553,27450120,"Shrimp garden salad, shrimp, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",Seafood mixed dishes,Crustaceans  shrimp  mixed species  canned
8554,27450120,"Shrimp garden salad, shrimp, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",Seafood mixed dishes,Celery  raw
8555,27450120,"Shrimp garden salad, shrimp, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",Seafood mixed dishes,Egg  whole  cooked  hard-boiled
8556,27450120,"Shrimp garden salad, shrimp, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",Seafood mixed dishes,Cucumber  with peel  raw
8557,27450120,"Shrimp garden salad, shrimp, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",Seafood mixed dishes,Peppers  sweet  green  raw
8558,27450120,"Shrimp garden salad, shrimp, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",Seafood mixed dishes,Mushrooms  white  raw
8559,27450120,"Shrimp garden salad, shrimp, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",Seafood mixed dishes,Onions  raw
8565,27450150,"Fish, tofu, and vegetables, tempura",Seafood mixed dishes,Tofu  soft  prepared with calcium sulfate and magnesium chloride (nigari)
8566,27450150,"Fish, tofu, and vegetables, tempura",Seafood mixed dishes,Crustaceans  shrimp  mixed species  cooked  moist heat (may contain additives to retain moisture)
8567,27450150,"Fish, tofu, and vegetables, tempura",Seafood mixed dishes,Squash  summer  zucchini  includes skin  raw
8568,27450150,"Fish, tofu, and vegetables, tempura",Seafood mixed dishes,Beans  snap  green  raw
8569,27450150,"Fish, tofu, and vegetables, tempura",Seafood mixed dishes,Sweet potato  raw  unprepared (Includes foods for USDA's Food Distribution Program)
8570,27450150,"Fish, tofu, and vegetables, tempura",Seafood mixed dishes,Mushrooms  white  raw
8571,27450150,"Fish, tofu, and vegetables, tempura",Seafood mixed dishes,Peppers  sweet  green  raw
8572,27450150,"Fish, tofu, and vegetables, tempura",Seafood mixed dishes,Broccoli  raw
8573,27450150,"Fish, tofu, and vegetables, tempura",Seafood mixed dishes,Cauliflower  raw
8574,27450150,"Fish, tofu, and vegetables, tempura",Seafood mixed dishes,Onions  raw
8575,27450150,"Fish, tofu, and vegetables, tempura",Seafood mixed dishes,Egg  yolk  raw  fresh
8576,27450150,"Fish, tofu, and vegetables, tempura",Seafood mixed dishes,Beverages  water  tap  municipal
8577,27450150,"Fish, tofu, and vegetables, tempura",Seafood mixed dishes,Vegetable oil  NFS
8578,27450180,"Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing",Seafood mixed dishes,Mixed salad greens  raw
8579,27450180,"Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing",Seafood mixed dishes,Crustaceans  shrimp  mixed species  canned
8580,27450180,"Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing",Seafood mixed dishes,Crustaceans  crab  blue  canned
8581,27450180,"Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing",Seafood mixed dishes,Cucumber  with peel  raw
8582,27450180,"Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing",Seafood mixed dishes,Celery  raw
8583,27450180,"Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing",Seafood mixed dishes,Mushrooms  white  raw
8584,27450180,"Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing",Seafood mixed dishes,Onions  raw
8585,27450180,"Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing",Seafood mixed dishes,Peppers  sweet  green  raw
8586,27450190,"Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing",Seafood mixed dishes,Mixed salad greens  raw
8587,27450190,"Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing",Seafood mixed dishes,Crustaceans  shrimp  mixed species  canned
8588,27450190,"Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing",Seafood mixed dishes,Crustaceans  crab  blue  canned
8589,27450190,"Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing",Seafood mixed dishes,Cucumber  with peel  raw
8590,27450190,"Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing",Seafood mixed dishes,Tomatoes  red  ripe  raw  year round average
8591,27450190,"Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing",Seafood mixed dishes,Carrots  raw
8592,27450190,"Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing",Seafood mixed dishes,Celery  raw
8593,27450190,"Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing",Seafood mixed dishes,Onions  raw
8594,27450200,"Seafood garden salad with seafood, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",Seafood mixed dishes,Mixed salad greens  raw
8595,27450200,"Seafood garden salad with seafood, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",Seafood mixed dishes,Crustaceans  shrimp  mixed species  canned
8596,27450200,"Seafood garden salad with seafood, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",Seafood mixed dishes,Crustaceans  crab  blue  canned
8597,27450200,"Seafood garden salad with seafood, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",Seafood mixed dishes,Cucumber  with peel  raw
8598,27450200,"Seafood garden salad with seafood, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",Seafood mixed dishes,Peppers  sweet  green  raw
8599,27450200,"Seafood garden salad with seafood, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",Seafood mixed dishes,Egg  whole  cooked  hard-boiled
8600,27450200,"Seafood garden salad with seafood, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",Seafood mixed dishes,Celery  raw
8601,27450200,"Seafood garden salad with seafood, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",Seafood mixed dishes,Mushrooms  white  raw
8602,27450200,"Seafood garden salad with seafood, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",Seafood mixed dishes,Onions  raw
8603,27450210,"Seafood garden salad with seafood, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",Seafood mixed dishes,Mixed salad greens  raw
8604,27450210,"Seafood garden salad with seafood, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",Seafood mixed dishes,Crustaceans  shrimp  mixed species  canned
8605,27450210,"Seafood garden salad with seafood, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",Seafood mixed dishes,Crustaceans  crab  blue  canned
8606,27450210,"Seafood garden salad with seafood, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",Seafood mixed dishes,Carrots  raw
8607,27450210,"Seafood garden salad with seafood, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",Seafood mixed dishes,Tomatoes  red  ripe  raw  year round average
8608,27450210,"Seafood garden salad with seafood, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",Seafood mixed dishes,Cucumber  with peel  raw
8609,27450210,"Seafood garden salad with seafood, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",Seafood mixed dishes,Egg  whole  cooked  hard-boiled
8610,27450210,"Seafood garden salad with seafood, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",Seafood mixed dishes,Onions  raw
8611,27450210,"Seafood garden salad with seafood, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",Seafood mixed dishes,Celery  raw
8624,27450400,"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",Seafood mixed dishes,Crustaceans  shrimp  mixed species  cooked  moist heat (may contain additives to retain moisture)
8625,27450400,"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",Seafood mixed dishes,Carrots  frozen  cooked  boiled  drained  without salt
8626,27450400,"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",Seafood mixed dishes,Broccoli  frozen  chopped  cooked  boiled  drained  without salt
8627,27450400,"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",Seafood mixed dishes,Vegetable oil  NFS
8628,27450400,"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",Seafood mixed dishes,Beverages  water  tap  drinking
8629,27450405,"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",Seafood mixed dishes,Crustaceans  shrimp  mixed species  cooked  moist heat (may contain additives to retain moisture)
8630,27450405,"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",Seafood mixed dishes,Vegetable oil  NFS
8631,27450405,"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",Seafood mixed dishes,Corn  sweet  yellow  frozen  kernels cut off cob  boiled  drained  without salt
8632,27450405,"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",Seafood mixed dishes,Beans  snap  green  frozen  cooked  boiled  drained without salt
8633,27450405,"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",Seafood mixed dishes,Beverages  water  tap  drinking
8634,27450410,"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Crustaceans  shrimp  mixed species  cooked  moist heat (may contain additives to retain moisture)
8635,27450410,"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Vegetable oil  NFS
8636,27450410,"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Garlic  raw
8637,27450410,"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Ginger root  raw
8638,27450410,"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Onions  cooked  boiled  drained  without salt
8639,27450410,"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Onions  spring or scallions (includes tops and bulb)  raw
8640,27450410,"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Soy sauce made from soy and wheat (shoyu)
8641,27450410,"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Soup  stock  fish  home-prepared
8642,27450410,"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Carrots  cooked  boiled  drained  without salt
8643,27450410,"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Broccoli  cooked  as ingredient
8644,27450420,"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Crustaceans  shrimp  mixed species  cooked  moist heat (may contain additives to retain moisture)
8645,27450420,"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Vegetable oil  NFS
8646,27450420,"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Garlic  raw
8647,27450420,"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Ginger root  raw
8648,27450420,"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Onions  cooked  boiled  drained  without salt
8649,27450420,"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Onions  spring or scallions (includes tops and bulb)  raw
8650,27450420,"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Soy sauce made from soy and wheat (shoyu)
8651,27450420,"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Soup  stock  fish  home-prepared
8652,27450420,"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Peppers  sweet  green  cooked  boiled  drained  without salt
8653,27450420,"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Green beans  cooked  as ingredient
8654,27450420,"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Mushrooms  white  cooked  boiled  drained  without salt
8655,27450430,"Shrimp shish kabob with vegetables, excluding potatoes",Seafood mixed dishes,Vegetable oil  NFS
8656,27450430,"Shrimp shish kabob with vegetables, excluding potatoes",Seafood mixed dishes,Lime juice  raw
8657,27450430,"Shrimp shish kabob with vegetables, excluding potatoes",Seafood mixed dishes,Soy sauce made from soy and wheat (shoyu)
8658,27450430,"Shrimp shish kabob with vegetables, excluding potatoes",Seafood mixed dishes,Salt  table  iodized
8659,27450430,"Shrimp shish kabob with vegetables, excluding potatoes",Seafood mixed dishes,Parsley  fresh
8660,27450430,"Shrimp shish kabob with vegetables, excluding potatoes",Seafood mixed dishes,Coriander (cilantro) leaves  raw
8661,27450430,"Shrimp shish kabob with vegetables, excluding potatoes",Seafood mixed dishes,Garlic  raw
8662,27450430,"Shrimp shish kabob with vegetables, excluding potatoes",Seafood mixed dishes,Onions  cooked  boiled  drained  without salt
8663,27450430,"Shrimp shish kabob with vegetables, excluding potatoes",Seafood mixed dishes,Pepper  raw  NFS
8664,27450430,"Shrimp shish kabob with vegetables, excluding potatoes",Seafood mixed dishes,Mushrooms  white  cooked  boiled  drained  without salt
8665,27450430,"Shrimp shish kabob with vegetables, excluding potatoes",Seafood mixed dishes,Crustaceans  shrimp  mixed species  cooked  moist heat (may contain additives to retain moisture)
8687,27450510,"Tuna casserole with vegetables and mushroom sauce, no noodles",Seafood mixed dishes,Fish  tuna  light  canned in water  drained solids
8688,27450510,"Tuna casserole with vegetables and mushroom sauce, no noodles",Seafood mixed dishes,Soup  cream of mushroom  canned  condensed
8689,27450510,"Tuna casserole with vegetables and mushroom sauce, no noodles",Seafood mixed dishes,Milk  NFS
8690,27450510,"Tuna casserole with vegetables and mushroom sauce, no noodles",Seafood mixed dishes,Bread  crumbs  dry  grated  plain
8691,27450510,"Tuna casserole with vegetables and mushroom sauce, no noodles",Seafood mixed dishes,Butter  salted
8692,27450510,"Tuna casserole with vegetables and mushroom sauce, no noodles",Seafood mixed dishes,Mushrooms  white  cooked  boiled  drained  without salt
8693,27450510,"Tuna casserole with vegetables and mushroom sauce, no noodles",Seafood mixed dishes,Peppers  sweet  green  cooked  boiled  drained  without salt
8694,27450510,"Tuna casserole with vegetables and mushroom sauce, no noodles",Seafood mixed dishes,Onions  cooked  boiled  drained  without salt
8695,27450600,"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Crustaceans  shrimp  mixed species  cooked  moist heat (may contain additives to retain moisture)
8696,27450600,"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Mollusks  clam  mixed species  canned  drained solids
8697,27450600,"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Vegetable oil  NFS
8698,27450600,"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Garlic  raw
8699,27450600,"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Ginger root  raw
8700,27450600,"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Onions  cooked  boiled  drained  without salt
8701,27450600,"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Onions  spring or scallions (includes tops and bulb)  raw
8702,27450600,"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Soy sauce made from soy and wheat (shoyu)
8703,27450600,"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Soup  stock  fish  home-prepared
8704,27450600,"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Carrots  cooked  boiled  drained  without salt
8705,27450600,"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Broccoli  cooked  as ingredient
8706,27450610,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Crustaceans  shrimp  mixed species  cooked  moist heat (may contain additives to retain moisture)
8707,27450610,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Mollusks  clam  mixed species  canned  drained solids
8708,27450610,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Vegetable oil  NFS
8709,27450610,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Garlic  raw
8710,27450610,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Ginger root  raw
8711,27450610,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Onions  cooked  boiled  drained  without salt
8712,27450610,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Onions  spring or scallions (includes tops and bulb)  raw
8713,27450610,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Soy sauce made from soy and wheat (shoyu)
8714,27450610,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Soup  stock  fish  home-prepared
8715,27450610,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Peppers  sweet  green  cooked  boiled  drained  without salt
8716,27450610,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Green beans  cooked  as ingredient
8717,27450610,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Stir-fry and soy-based sauce mixtures,Mushrooms  white  cooked  boiled  drained  without salt
8718,27450650,"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce",Seafood mixed dishes,Crustaceans  shrimp  mixed species  cooked  moist heat (may contain additives to retain moisture)
8719,27450650,"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce",Seafood mixed dishes,Mollusks  clam  mixed species  canned  drained solids
