,Spoonacular Recipe ID,Recipe,Recipe Sodium,Recipe Sugar
6153,637790,Cherry Upside-Down Cake (Extremely Easy to Make!),46mg,21g
6154,639249,"Chocolate, Pb and Banana Oats",73mg,18g
6155,639412,Cilantro Lime Jalapeno Corn,90mg,6g
6156,639493,Cinnamon Toffee Praline Oatmeal Cookies,91mg,5g
6157,639637,Classic scones,29mg,12g
6158,640058,Corn and Cranberry Pancakies,27mg,4g
6159,640204,Country Pork Skillet With Potatoes and Mushrooms,81mg,1g
6160,640337,Cracked Wheat Cereal,85mg,9g
6161,640351,"Cranberry ""Cupcakes",39mg,18g
6162,640389,Cranberry Orange Banana Bread,73mg,9g
6163,640589,Creamsicle Cookies,79mg,12g
6164,641314,Decadent Homemade Oreos,89mg,22g
6165,641411,Delicious RAW Macadamia Zucchini GREEN Smoothie,49mg,5g
6166,641978,Easy Granola,61mg,2g
6167,643010,Five Spice Chai Latte,66mg,10g
6168,643455,"Fresh Cherry Tomato Salad With Red Onions, Avocado and Pimentón",56mg,3g
6169,643612,Fresh Strawberry Rhubarb Compote Dessert,8mg,21g
6170,643902,Frozen Fruit Dessert,3mg,18g
6171,643931,frozen yogurt shortbread bars + coconut + chocolate,19mg,18g
6172,644387,Garlicky Kale,31mg,4g
6173,644718,Gingery spinach and potato patties,46mg,0g
6174,644848,Gluten Free Pancakes,28mg,3g
6175,645419,Green Beans With Roasted Walnuts and Sweet Cranberries,97mg,5g
6176,646486,Healthy Key Lime Pie Milkshake,78mg,7g
6177,646873,Home Made Ghirardelli Chocolate Peanut Butter Cups,43mg,10g
6178,647093,Homemade Reeses Peanut Butter Cups,43mg,16g
6179,647555,Hotcakes,42mg,5g
6180,647693,Ice Cream Biscuits,8mg,21g
6181,648345,Jalapeño Corn Cakes With Avocado Salsa,53mg,1g
6182,649419,Leche Flan (Caramel Flan),22mg,4g
6183,649795,Lemon Squares,90mg,7g
6184,652241,Mojito Cocktail,28mg,10g
6185,652433,Moroccan Lemon Shish Kebabs,66mg,0g
6186,652964,Nasi Minyak (Malaysian Festive Rice),68mg,5g
6187,653192,No-Bake Fudge Brandy Brownies,99mg,12g
6188,653819,Orange Caprese Salad,74mg,10g
6189,654124,Osmanthus Tea Mousse,96mg,14g
6190,655212,Peanut Butter and Apple Oatmeal Breakfast Bars,61mg,17g
6191,655712,"Peppery, Tangy Corn Salad",96mg,5g
6192,655786,Persimmons Pumpkin Orange Smoothie With Chia Seeds,32mg,17g
6193,656738,Pork chops with apples and onions,99mg,12g
6194,657686,Quinoa Tabbouleh Salad,8mg,1g
6195,657965,Raw Banana Ice Cream Cups,6mg,5g
6196,658778,"Rose Petal, Milk and Honey Agar Agar",27mg,19g
6197,660108,Simple Kale Salad,45mg,2g
6198,660959,Spiced Lassi,87mg,4g
6199,661602,Sterling Cooper Blini with Caviar,76mg,1g
6200,661834,Strawberry Mango Green Tea Limeade,14mg,16g
6201,662266,Summer-Berry Salad With Hand Picked Fresh Mint,74mg,2g
6202,662558,Sweet Potato Bars,62mg,6g
6203,662582,Sweet Potato Green Tea Pancake Roll,65mg,9g
6204,662786,Tahini Cookies,3mg,4g
6205,663113,Thai Green Mango Salad,81mg,15g
6206,663222,The Best Lemon Bars in the World,31mg,23g
6207,663314,The Perfect Butter Beans Stew,38mg,4g
6208,663853,Tropical Breakfast Quinoa,51mg,8g
6209,664169,Twice Cooked Ox Tongue,14mg,1g
6210,664273,Valentine's Day Potted Plant Ice-Cream Desserts,93mg,9g
6211,665285,Whole Wheat Focaccia Bread with Caramelized Onion,66mg,3g
6212,665301,Whole-wheat Flaxseed and Fennel Crackers,11mg,0g
6213,665470,Healthy Chocolate Mousse,32mg,23g
6214,700339,Cinnamon Vanilla Hot Chocolate,40mg,8g
6215,1697529,Lemon Blackberry Bread with Lemon Glaze,22mg,1g
6216,1697545,Fudgy Nutella Brownies with Salted Caramel Sauce,52mg,0g
6217,1697555,Mom's Jewish Apple Cake,14mg,2g
6218,1697573,Gougères Gruyère – French Appetizer,2mg,0g
6219,1697593,Buffalo Chicken Thighs,73mg,0g
6220,1697637,Fresh Fruit Tart,3mg,1g
6221,1697653,Butter Baked Onion - Pure Hygge Food,1mg,0g
6222,1697655,Homemade Cinnamon Rolls,7mg,0g
6223,1697691,Quick & Easy Blueberry Crisp,2mg,1g
6224,1697707,Easy as Pie - Mini Apple Pear Pies for Fall,86mg,5g
6225,157497,Chocolate Tart with a Bourbon Glaze and Pumpkin Whipped Cream,19mg,18g
6226,631745,Gluten Free Butternut Squash Pistachio Bars,29mg,6g
6227,631750,Flank Steak with Mushroom Sauce,88mg,2g
6228,631830,10 Minute Brownies,2mg,14g
6229,632522,Apple Crumble,16mg,1g
6230,632570,Apple Pie Honey Wheat Scones,94mg,14g
6231,632862,Asian Pear and Gorgonzola Salad With Pomegranate Vinaigrette,54mg,4g
6232,633039,Aunt Ivy’s Raw Macadamia and Goji Berry Cookies,3mg,12g
6233,633224,Baby Brie-Topped Potato Slices,66mg,0g
6234,633559,Baked Corned Beef with Sauteed Cabbage and Baked New Potatoes,88mg,17g
6235,633652,Baked Jalapeno Dip,64mg,1g
6236,633779,Baked Salmon With Lime,99mg,2g
6237,634004,Banana Bread Nice Cream,1mg,15g
6238,634300,Barbecued Corn on the Cob With Spiced Butter,26mg,10g
6239,634877,Best Biscotti,51mg,5g
6240,635492,Blueberry Loaf With Blueberry Syrup,74mg,13g
6241,635807,Braised Carrots,33mg,6g
6242,636540,Buttermilk Buckle + Grape + Blueberry + Streusel,64mg,17g
6243,636857,Candied Nuts,49mg,8g
6244,637426,"Channa-Chickpea, Potato & Cauliflower Curry",35mg,2g
6245,637741,Cherry Coconut Delight,35mg,17g
6246,638026,Chicken Chili With Black Eyed Peas,56mg,3g
6247,638784,Choco Coco Loco Empanada Dessert,31mg,9g
6248,639062,Chocolate Infused Churros,53mg,5g
6249,639234,Chocolate Wafers,27mg,3g
6250,639756,Coconut Custard Tarts With Dark Chocolate,67mg,8g
6251,639798,Coconut Peanut Macaroons,78mg,12g
6252,640338,Cracked Wheat Salad with Dates & Tahini Yogurt,63mg,20g
6253,640377,Hibiscus Cranberry Sauce,6mg,18g
6254,640398,Cranberry Orange Scones,55mg,5g
6255,640457,Crash Hot Potatoes,95mg,0g
6256,640638,Creamy egg-less chocolate ice cream with chocolate chip cookies,39mg,19g
6257,641978,Easy Granola,61mg,2g
6258,642026,Easy Mojito,18mg,16g
6259,642678,Ferrero Raffaello Coconut Candy Balls,45mg,7g
6260,642771,Fig and Almond Cupcakes,50mg,23g
6261,644045,Fruity Yogurt Parfait,39mg,11g
6262,644387,Garlicky Kale,31mg,4g
6263,645516,Green Side Salad With Sweet and Spicy Basil Vinaigrette,50mg,3g
6264,646825,Holiday Cookies,64mg,10g
6265,646877,Home made organic maple granola with fresh fruit,77mg,21g
6266,647412,Hot Charlotte Cocktail,1mg,17g
6267,647579,How to Make Ice Cream Without an Ice Cream Maker,43mg,8g
6268,648516,Jasmine Cocktail,1mg,1g
6269,648698,Kahlua Tiramisu,45mg,10g
6270,648972,Kiwifruit & Lime Cupcakes,17mg,15g
6271,649328,Lavender Tea With Lemon French Macarons,11mg,9g
6272,650755,Mango Black Tea Skinny Cocktail,2mg,1g
6273,651225,"Mashed Potatoes with Garlic, Sage & Goat Cheese",73mg,1g
6274,651958,Mini frittatas with quinoa,57mg,0g
6275,652433,Moroccan Lemon Shish Kebabs,66mg,0g
6276,653127,No Bake Chocolate Peanut Butter Oatmeal Cookies,31mg,9g
6277,653192,No-Bake Fudge Brandy Brownies,99mg,12g
6278,653352,Nutella Brownies,47mg,17g
6279,653819,Orange Caprese Salad,74mg,10g
6280,653882,Orange Grapefruit Spritzer,14mg,4g
6281,653971,Orange Truffles,62mg,23g
6282,655589,Penne with Goat Cheese and Basil,53mg,1g
6283,655683,Peppermint Patties,29mg,10g
6284,656738,Pork chops with apples and onions,99mg,12g
6285,657359,Pumpkin Pie Smoothie,88mg,13g
6286,657716,"Radicchio & Endive Salad with Pecans, Apple & Mandarin",60mg,10g
6287,658778,"Rose Petal, Milk and Honey Agar Agar",27mg,19g
6288,659248,Sangria In Ice Bowl,26mg,11g
6289,660237,Skye Gyngell's Anchovy and Walnut Sauce,10mg,0g
6290,660475,Snow Pea Sesame Noodle Salad,90mg,7g
6291,660707,Southwest Egg Rolls with Cilantro Lime Pesto,91mg,1g
6292,661638,Sticky Pecan Bites,47mg,6g
6293,661645,Stinging Nettle Pesto,85mg,0g
6294,661880,Strawberry Sauce Tartlets,24mg,7g
6295,662231,"Summer Kale, Orange & Pomegranate Salad with Moscato Dressing",25mg,7g
6296,662266,Summer-Berry Salad With Hand Picked Fresh Mint,74mg,2g
6297,662551,Sweet Potato and Celery Soup,44mg,2g
6298,662871,Tapioca Pudding with Pineapple and Coconut,49mg,16g
6299,663348,The Ultimate Frozen Coconut ‘Ice Cream’ with Hard Shell Chocolate Sauce,38mg,19g
6300,663885,Truffle Linguine With Tomatoes and Pancetta,38mg,1g
6301,664273,Valentine's Day Potted Plant Ice-Cream Desserts,93mg,9g
6302,664308,Vanilla crème brûlée,27mg,7g
6303,664489,Vegan Strawberry Cupcakes,75mg,11g
6304,664575,Vegetable Paneer Skewers Or Paneer Tikka,19mg,3g
6305,664680,Vegetarian Mushroom Shepherd's Pie,53mg,6g
6306,664912,Waldorf Salad With Fresh Goat Cheese,2mg,7g
6307,665128,Whiskey Mushroom Cream Sauce,66mg,3g
6308,665527,Yellow Squash Noodles with Tomato Basil Sauce,85mg,11g
6309,665616,Yuzu Jelly,2mg,0g
6310,665719,Zucchini Buckwheat Pancakes,37mg,1g
6311,715411,Chocolate Mint Marble Bark with Almonds,7mg,22g
6312,792072,Dressed Up Kale Salad,20mg,4g
6313,1499853,Cake Mix Donuts,61mg,24g
6314,1697537,Hawaiian Poke (Aloha Poke),57mg,1g
6315,1697617,Red-Wine Braised Short Ribs in a Dutch Oven,31mg,3g
6316,1697725,Barchiglia - A Pear-Almond Tart from the Old Country,20mg,2g
6317,1697781,Edible Brownie Batter,4mg,1g
6318,157110,Raw Vegan Chocolate Nut Bars,7mg,10g
6319,157497,Chocolate Tart with a Bourbon Glaze and Pumpkin Whipped Cream,19mg,18g
6320,621204,paneer butter masala,48mg,3g
6321,631781,"Guf"" Danish Ice Cream Topping",26mg,15g
6322,632246,Alouette Crumbled Goat Cheese Provencal Mini Tacos,14mg,0g
6323,632252,Alouette® Stuffed Mushroom Caps,71mg,1g
6324,632253,Alouette® Cranberry Brie,7mg,24g
6325,632577,Apple Pie Pancakes,14mg,11g
6326,633111,Aval Kadala Burfi,4mg,5g
6327,633393,Baie Rose and Orange-Scented Red Berry NON COOK FREEZER Jam,4mg,16g
6328,633574,Baked Custard,82mg,22g
6329,634202,Banana Walnut Cake,58mg,17g
6330,634425,Basil Coconut Ice Cream,59mg,17g
6331,634986,Bing's Banana Cake,72mg,6g
6332,635541,Blueberry Streusel Cake With Lemon Icing,35mg,11g
6333,635743,Bournvita Marshmallow Cookies,46mg,6g
6334,635754,Boysenberry Brownies,13mg,10g
6335,635895,Brandy Alexander Brownies,41mg,7g
6336,636066,Breakfast Pretzels,61mg,4g
6337,636080,Breakfast Sticky Buns,34mg,16g
6338,636328,Brownie Coffins,41mg,24g
6339,636393,Buckwheat Galette With An Egg,54mg,2g
6340,636598,Butternut Squash Souffle Side Dish,99mg,3g
6341,636675,Cacao-Pecan Shortbread Cookies,94mg,4g
6342,636958,Caprese Sticks,23mg,0g
6343,637475,Chavrie Fresh Goat Cheese With Dried Cranberries and Walnuts,69mg,5g
6344,637741,Cherry Coconut Delight,35mg,17g
6345,637761,Cherry ice cream,35mg,17g
6346,637824,Chewy Gingersnaps,73mg,10g
6347,639487,Cinnamon Sugar Fried Apples,19mg,12g
6348,639615,Classic Martini,1mg,0g
6349,640638,Creamy egg-less chocolate ice cream with chocolate chip cookies,39mg,19g
6350,640708,Creamy Squash Orzo,17mg,2g
6351,640730,Creme Brulee,32mg,6g
6352,641308,Decadent Black Forest Cake,49mg,18g
6353,641395,Delicious Homemade Chocolate Oreos,72mg,17g
6354,643885,Frosted Pumpkin Cookies,83mg,13g
6355,644051,Fudge Brownie Bites With Cherry Mousse,83mg,20g
6356,644586,Ginger Hottendots,40mg,11g
6357,644758,Glazed Pearl Onions,1mg,2g
6358,644895,Gluten-Free Peanut Butter Kiss Cookies,36mg,3g
6359,645092,Gougeres Appetizer,100mg,0g
6360,645530,Green Tea Fruit Medley Smoothie,24mg,9g
6361,647093,Homemade Reeses Peanut Butter Cups,43mg,16g
6362,647261,Honey Nut Raspberry Baked Oatmeal,21mg,19g
6363,647371,Hot and Sour Grilled Fish Fillets,6mg,0g
6364,647412,Hot Charlotte Cocktail,1mg,17g
6365,648516,Jasmine Cocktail,1mg,1g
6366,648749,Kare Katsu,25mg,0g
6367,650169,Little Apricot Cakes,60mg,16g
6368,650703,Mama's Challah,47mg,4g
6369,651225,"Mashed Potatoes with Garlic, Sage & Goat Cheese",73mg,1g
6370,652183,Mocha Muffins,29mg,21g
6371,653374,Nutrient rich green peas cookies,40mg,4g
6372,653810,Orange Banana Muffins With Pistachios,89mg,12g
6373,654344,Pain Perdu - Brioche French Toast,93mg,2g
6374,654423,Pan Roasted New Potatoes With Fresh Herbs,80mg,2g
6375,654571,Panna Cotta with Raspberry and Orange Sauce,79mg,20g
6376,655808,pesto + manchego + marcona almond,50mg,0g
6377,657719,Radish & Snap Pea Quinoa Salad,78mg,6g
6378,657965,Raw Banana Ice Cream Cups,6mg,5g
6379,657976,Raw Energy Balls,60mg,9g
6380,658737,Roja Sangria,5mg,21g
6381,658970,Saffron Buns - Swedish Lussebullar,9mg,0g
6382,659563,Scarlet Poached Pears,18mg,23g
6383,659613,Scrumptious Strawberry and Almond Tartlets,84mg,16g
6384,659670,Seared Salmon With Garlic Dill Sour Cream,93mg,0g
6385,659887,Shortbread Lemon Cookies,37mg,4g
6386,660932,Spiced Apple Cider,9mg,19g
6387,661638,Sticky Pecan Bites,47mg,6g
6388,661834,Strawberry Mango Green Tea Limeade,14mg,16g
6389,662150,Sugar Crinkles,30mg,3g
6390,662303,Sunday Morning Doughnuts,71mg,24g
6391,663885,Truffle Linguine With Tomatoes and Pancetta,38mg,1g
6392,664110,Turmeric Ginger Beer,10mg,19g
6393,664280,Vanilla Bean Cherry Granola Bars,81mg,15g
6394,664912,Waldorf Salad With Fresh Goat Cheese,2mg,7g
6395,665128,Whiskey Mushroom Cream Sauce,66mg,3g
6396,665302,Wholemeal Cranberry With Multi-Grain Loaf,40mg,9g
6397,665307,Wholesome Spelt Waffles,75mg,1g
6398,665470,Healthy Chocolate Mousse,32mg,23g
6399,665482,Xocai No Bake Cookies,38mg,19g
6400,665616,Yuzu Jelly,2mg,0g
6401,665781,Zucchini Rice,52mg,2g
6402,798956,Mango Banana Coconut Smoothie,11mg,12g
6403,1082038,Big Batch Smoothie Bowl,15mg,24g
6404,1095765,Rhubarb & Blueberry Pink Lemonade,17mg,7g
6405,1095767,Vegan Sunflower Seed Pesto,6mg,0g
6406,1096274,Very Vanilla Egg-Free Ice Cream,36mg,14g
6407,1499853,Cake Mix Donuts,61mg,24g
6408,1697589,Hummingbird Carrot Cake,33mg,9g
6409,1697635,Grilled Vegetables,11mg,9g
6410,1697637,Fresh Fruit Tart,3mg,1g
6411,1697649,Deliciously Simple Steamed Beet Salad,61mg,11g
6412,157497,Chocolate Tart with a Bourbon Glaze and Pumpkin Whipped Cream,19mg,18g
6413,631757,Savory Slow Roasted Tomatoes with Filet of Anchovy,63mg,3g
6414,631769,"Bad Boy"" Giant Double Chocolate Cookies",70mg,13g
6415,631902,A Healthier Cookie with Mini M&Ms,29mg,24g
6416,632280,Amaretto Almond Cookies,12mg,3g
6417,632577,Apple Pie Pancakes,14mg,11g
6418,632790,Arugula Walnut Pesto,56mg,1g
6419,632862,Asian Pear and Gorgonzola Salad With Pomegranate Vinaigrette,54mg,4g
6420,633106,Autumn Sangria,1mg,9g
6421,634986,Bing's Banana Cake,72mg,6g
6422,635041,Bittersweet chocolate pudding,98mg,21g
6423,635754,Boysenberry Brownies,13mg,10g
6424,636022,Breadnut Cakes,37mg,3g
6425,636141,Broad Beans With Lemon & Thyme Vinaigrette,24mg,2g
6426,637016,Caramel Peanut Fudge Cake,67mg,16g
6427,637426,"Channa-Chickpea, Potato & Cauliflower Curry",35mg,2g
6428,637473,Chavrie Caramelized Red Onion Tarts,48mg,3g
6429,639487,Cinnamon Sugar Fried Apples,19mg,12g
6430,639614,Classic Margarita,6mg,3g
6431,640338,Cracked Wheat Salad with Dates & Tahini Yogurt,63mg,20g
6432,640351,"Cranberry ""Cupcakes",39mg,18g
6433,640366,Cranberry Crumb Bars,95mg,6g
6434,640398,Cranberry Orange Scones,55mg,5g
6435,641755,Durian Panna Cotta,33mg,18g
6436,642152,"Easy, Healthy Peanut Butter Chocolate Chip Cookies",18mg,4g
6437,643117,Flour-Less Peanut Butter Cookies,99mg,7g
6438,645621,Grilled Chicken & Corn Red Potato Salad,62mg,4g
6439,646411,Hazelnut Truffles,3mg,2g
6440,646442,Healthy Black Forest Baked Oatmeal,31mg,20g
6441,646484,Healthy Hazelnut Cookies,70mg,3g
6442,646486,Healthy Key Lime Pie Milkshake,78mg,7g
6443,647093,Homemade Reeses Peanut Butter Cups,43mg,16g
6444,647555,Hotcakes,42mg,5g
6445,647675,Hushpuppies,43mg,10g
6446,648345,Jalapeño Corn Cakes With Avocado Salsa,53mg,1g
6447,648439,Jamie's Guacamole,53mg,1g
6448,648742,Kappa Maki,9mg,1g
6449,649328,Lavender Tea With Lemon French Macarons,11mg,9g
6450,649378,Lazy Chai Cinnamon Rolls,91mg,22g
6451,649419,Leche Flan (Caramel Flan),22mg,4g
6452,649495,Lemon and Garlic Slow Roasted Chicken,90mg,1g
6453,649567,Lemon Coconut Granola,7mg,12g
6454,650703,Mama's Challah,47mg,4g
6455,651140,Marshmallow S'mores Bites,29mg,8g
6456,651758,Meyer Lemon Biscotti with Dried Wild Blueberries,9mg,8g
6457,652183,Mocha Muffins,29mg,21g
6458,652964,Nasi Minyak (Malaysian Festive Rice),68mg,5g
6459,653128,No Bake Chocolate Bars,88mg,16g
6460,653971,Orange Truffles,62mg,23g
6461,654124,Osmanthus Tea Mousse,96mg,14g
6462,654274,Overnight Steel Cut Oatmeal,38mg,2g
6463,654313,Pachai Payaru Kulambu (Green Moong Dal Curry),77mg,6g
6464,654936,Pasta with Raw Tomato & Lemon Infused Olive Oil,7mg,0g
6465,655589,Penne with Goat Cheese and Basil,53mg,1g
6466,655786,Persimmons Pumpkin Orange Smoothie With Chia Seeds,32mg,17g
6467,656297,Pistachio Milk Chocolate Chip Cookies,49mg,9g
6468,657889,Raspberry Peach Crisp,41mg,16g
6469,658619,Roasted Pears,3mg,22g
6470,658975,SAFFRON INFUSED RICE PUDDING WITH SWEETENED WHOLE WHEAT PANCAKES,21mg,23g
6471,659199,Salted Chocolate Chunk Cookies,66mg,17g
6472,659563,Scarlet Poached Pears,18mg,23g
6473,660108,Simple Kale Salad,45mg,2g
6474,660237,Skye Gyngell's Anchovy and Walnut Sauce,10mg,0g
6475,660837,Spaghetti With Smoked Salmon and Prawns,20mg,0g
6476,660996,Spiced Tomato Gratin...My Way,50mg,7g
6477,662218,Summer Fruit Sangria,12mg,22g
6478,662542,Sweet Pepper and Heirloom Tomato Gazpacho,65mg,5g
6479,663362,"Thick, Fudgy, One Bowl Brownies",23mg,1g
6480,663867,Tropical Steel Cut Oatmeal,50mg,8g
6481,663885,Truffle Linguine With Tomatoes and Pancetta,38mg,1g
6482,663950,Tuna Stuffed Hard-Boiled Eggs,69mg,1g
6483,664280,Vanilla Bean Cherry Granola Bars,81mg,15g
6484,664327,Vanilla Panna Cotta with Chocolate Ganache,8mg,1g
6485,664489,Vegan Strawberry Cupcakes,75mg,11g
6486,664825,Viennese Biscuit,49mg,1g
6487,665040,"Watermelon, Kiwi, Apple and Frozen Banana Smoothie",3mg,13g
6488,665043,"Watermelon, Zucchini, Carrot Salad",50mg,10g
6489,665461,Xocai Chocolate S'mores,19mg,5g
6490,665463,Xocai Healthy Chocolate Ice Cream,19mg,20g
6491,665476,Xocai Healthy Dark Chocolate Brownies,63mg,6g
6492,665823,Melt Your Heart,47mg,11g
6493,718600,Blackberry Granola Smoothie Bowl,26mg,10g
6494,1095687,Roasted Figs and Cherries Dessert,1mg,15g
6495,1155776,Easy Homemade Chocolate Truffles,33mg,23g
6496,1697397,Avocado chocolate truffles,68mg,3g
6497,1697547,Homemade Spinach Ricotta Ravioli with Sage Butter Sauce,7mg,0g
6498,1697579,Rigatoni al Forno,9mg,1g
6499,1697581,Crème Brûlée,2mg,0g
6500,1697635,Grilled Vegetables,11mg,9g
6501,1697647,Loaded Macaroni Salad,50mg,1g
6502,1697691,Quick & Easy Blueberry Crisp,2mg,1g
6503,1697783,Tiramisu Overnight Oats,2mg,1g
6504,1697795,Mom's Best Chocolate Chip Cookies,6mg,0g
6505,157110,Raw Vegan Chocolate Nut Bars,7mg,10g
6506,632246,Alouette Crumbled Goat Cheese Provencal Mini Tacos,14mg,0g
6507,632280,Amaretto Almond Cookies,12mg,3g
6508,632363,Angel Food Cake With Lemon Icing,42mg,17g
6509,632522,Apple Crumble,16mg,1g
6510,633548,Baked Cinnamon Apple Wedges,3mg,23g
6511,633574,Baked Custard,82mg,22g
6512,633652,Baked Jalapeno Dip,64mg,1g
6513,633751,Baked Pumpkin Chocolate Chip Pancakes,14mg,7g
6514,633779,Baked Salmon With Lime,99mg,2g
6515,635495,Blueberry Mojito Popsicles,15mg,8g
6516,635754,Boysenberry Brownies,13mg,10g
6517,636328,Brownie Coffins,41mg,24g
6518,637473,Chavrie Caramelized Red Onion Tarts,48mg,3g
6519,637761,Cherry ice cream,35mg,17g
6520,637824,Chewy Gingersnaps,73mg,10g
6521,638852,Chocolate Brownie With Orange,68mg,13g
6522,639062,Chocolate Infused Churros,53mg,5g
6523,639167,Chocolate Plums,2mg,6g
6524,639179,Chocolate Puff Pastry Squares,38mg,3g
6525,639637,Classic scones,29mg,12g
6526,640457,Crash Hot Potatoes,95mg,0g
6527,640508,Cream Cheese Stuffed Baby Bell Pepper Appetizer,36mg,1g
6528,640708,Creamy Squash Orzo,17mg,2g
6529,641270,Dark Chocolate Walnut Biscotti,51mg,7g
6530,641314,Decadent Homemade Oreos,89mg,22g
6531,641732,Dulce De Leche Swirled Amaretto Frozen Yogurt,3mg,0g
6532,641904,Easy Chicken Tandoori,43mg,10g
6533,642554,Fall Fruit Compote,30mg,20g
6534,642614,Fast Tiramisu,65mg,9g
6535,643117,Flour-Less Peanut Butter Cookies,99mg,7g
6536,643931,frozen yogurt shortbread bars + coconut + chocolate,19mg,18g
6537,644051,Fudge Brownie Bites With Cherry Mousse,83mg,20g
6538,644782,Gluten And Dairy Free Peanut Butter Cups,39mg,10g
6539,645555,Green Tomato Salad,25mg,7g
6540,645708,Grilled Figs With Brie and Prosciutto,60mg,16g
6541,647086,Homemade Pumpkin Butter,6mg,16g
6542,647465,Hot Garlic and Oil Pasta,9mg,0g
6543,647555,Hotcakes,42mg,5g
6544,648660,Just Another Tiramisu,22mg,3g
6545,649082,Kosambri (Carrot Salad),80mg,2g
6546,649133,"Kunna (A Delicious Chinioti Dish, Punjab, Pakistan)",3mg,2g
6547,649378,Lazy Chai Cinnamon Rolls,91mg,22g
6548,649748,Lemon Pudding Pie,97mg,23g
6549,649751,Lemon Powder Cookies,14mg,4g
6550,650169,Little Apricot Cakes,60mg,16g
6551,650601,Madeleines,64mg,8g
6552,651930,Mini Bournvita Bundt Cakes,18mg,6g
6553,651972,Mini Pumpkin Donuts,60mg,6g
6554,652111,Mixed Berry Yogurt with Almonds,75mg,20g
6555,652460,Moscow Mule,18mg,21g
6556,652857,My First Cake Pops,7mg,1g
6557,652995,Nectarine Blueberry Basil Fruit Salad,1mg,9g
6558,653374,Nutrient rich green peas cookies,40mg,4g
6559,653442,Oatmeal Brownie Bars,72mg,9g
6560,654313,Pachai Payaru Kulambu (Green Moong Dal Curry),77mg,6g
6561,654344,Pain Perdu - Brioche French Toast,93mg,2g
6562,654571,Panna Cotta with Raspberry and Orange Sauce,79mg,20g
6563,655130,Peach Melba,15mg,2g
6564,655212,Peanut Butter and Apple Oatmeal Breakfast Bars,61mg,17g
6565,655683,Peppermint Patties,29mg,10g
6566,655786,Persimmons Pumpkin Orange Smoothie With Chia Seeds,32mg,17g
6567,656684,Poppy Seed Crazy Cake,71mg,12g
6568,657448,Purim Poppy Seed Hamentaschen,34mg,7g
6569,657972,Raw Chocolate Energy Bars,29mg,17g
6570,658665,Roasted Strawberry Coconut Milk Ice Cream,13mg,4g
6571,658970,Saffron Buns - Swedish Lussebullar,9mg,0g
6572,661833,Strawberry Mango Crumble,14mg,24g
6573,661912,Strawberry Vanilla Bean Cheesecake Pudding Pops,62mg,12g
6574,662542,Sweet Pepper and Heirloom Tomato Gazpacho,65mg,5g
