,Spoonacular Recipe ID,Recipe,Recipe Sodium,Recipe Sugar
5685,640062,Corn Avocado Salsa,14mg,2g
5686,640589,Creamsicle Cookies,79mg,12g
5687,640708,Creamy Squash Orzo,17mg,2g
5688,641270,Dark Chocolate Walnut Biscotti,51mg,7g
5689,641308,Decadent Black Forest Cake,49mg,18g
5690,641374,Delectable Passover Magic Bars,49mg,15g
5691,641598,Double Chocolate Mint Cookies,64mg,10g
5692,644051,Fudge Brownie Bites With Cherry Mousse,83mg,20g
5693,644895,Gluten-Free Peanut Butter Kiss Cookies,36mg,3g
5694,645516,Green Side Salad With Sweet and Spicy Basil Vinaigrette,50mg,3g
5695,646877,Home made organic maple granola with fresh fruit,77mg,21g
5696,647465,Hot Garlic and Oil Pasta,9mg,0g
5697,647579,How to Make Ice Cream Without an Ice Cream Maker,43mg,8g
5698,648183,Italian Panna Cotta,69mg,17g
5699,648972,Kiwifruit & Lime Cupcakes,17mg,15g
5700,649133,"Kunna (A Delicious Chinioti Dish, Punjab, Pakistan)",3mg,2g
5701,649751,Lemon Powder Cookies,14mg,4g
5702,650573,Macaroon Cookies,95mg,6g
5703,650601,Madeleines,64mg,8g
5704,652460,Moscow Mule,18mg,21g
5705,653127,No Bake Chocolate Peanut Butter Oatmeal Cookies,31mg,9g
5706,653149,No Cook Cranberry Orange Relish,1mg,23g
5707,653610,Old-Fashioned Oatmeal Raisin Pecan Cookies,78mg,9g
5708,653682,One Pot Veggie Quinoa,94mg,7g
5709,653971,Orange Truffles,62mg,23g
5710,654512,Pandan Chiffon Cake,54mg,8g
5711,655130,Peach Melba,15mg,2g
5712,655195,Peachy NanaNut Smoothie,50mg,8g
5713,655356,Peanut Drops,2mg,3g
5714,655589,Penne with Goat Cheese and Basil,53mg,1g
5715,655683,Peppermint Patties,29mg,10g
5716,655706,Peppery Absorption-Cooked Red-Wine Capellini,89mg,13g
5717,655730,Perfect Granola,18mg,9g
5718,657343,Pumpkin Pecan Streusel Muffins,52mg,13g
5719,658778,"Rose Petal, Milk and Honey Agar Agar",27mg,19g
5720,658808,Rosemary Thyme Marinated Mushrooms,8mg,3g
5721,659670,Seared Salmon With Garlic Dill Sour Cream,93mg,0g
5722,660707,Southwest Egg Rolls with Cilantro Lime Pesto,91mg,1g
5723,661912,Strawberry Vanilla Bean Cheesecake Pudding Pops,62mg,12g
5724,663314,The Perfect Butter Beans Stew,38mg,4g
5725,663362,"Thick, Fudgy, One Bowl Brownies",23mg,1g
5726,663950,Tuna Stuffed Hard-Boiled Eggs,69mg,1g
5727,664275,Valentines Day Crispy Treats,44mg,13g
5728,664340,Vanilla Yogurt Mousse With Strawberry Marshmallow,50mg,18g
5729,664473,Vegan Peanut Butter Chocolate Fudge,18mg,11g
5730,664680,Vegetarian Mushroom Shepherd's Pie,53mg,6g
5731,665302,Wholemeal Cranberry With Multi-Grain Loaf,40mg,9g
5732,665476,Xocai Healthy Dark Chocolate Brownies,63mg,6g
5733,665527,Yellow Squash Noodles with Tomato Basil Sauce,85mg,11g
5734,665823,Melt Your Heart,47mg,11g
5735,715411,Chocolate Mint Marble Bark with Almonds,7mg,22g
5736,715480,Cajun Style Sweet Potato Fries,4mg,4g
5737,792072,Dressed Up Kale Salad,20mg,4g
5738,798956,Mango Banana Coconut Smoothie,11mg,12g
5739,1095839,Pernik - Czech Spice Cake,91mg,19g
5740,1697527,Old Fashioned Peanut Butter Fudge,0mg,0g
5741,1697537,Hawaiian Poke (Aloha Poke),57mg,1g
5742,1697541,Pasta With Feta Cheese And Asparagus,8mg,0g
5743,1697553,Pan-Seared Honey Glazed Salmon with Collard Greens,40mg,1g
5744,1697587,Salt and Pepper Chicken,56mg,4g
5745,1697593,Buffalo Chicken Thighs,73mg,0g
5746,1697601,Linguine with Clams - Linguine alle Vongole,8mg,0g
5747,1697655,Homemade Cinnamon Rolls,7mg,0g
5748,1697669,The Best Banana Nut Bread,43mg,0g
5749,1697671,Sour Cream Coffee Cake,38mg,0g
5750,631785,"Impossible"" Coconut Pie",78mg,15g
5751,631913,A Refreshing Drink To Welcome You All,15mg,3g
5752,632100,Almond Butter Cookies,44mg,3g
5753,632118,Almond Cranberry Cookies,41mg,1g
5754,632179,Almond Sandwich Cookies,6mg,4g
5755,632186,Almond Snowball Cookies,82mg,8g
5756,633574,Baked Custard,82mg,22g
5757,633851,Baked Tofu Cheesecake,97mg,13g
5758,633998,Banana Blueberry Pancakes,44mg,9g
5759,634141,Banana Oatmeal Breakfast Muffins,75mg,11g
5760,634996,Bird Cakes,2mg,1g
5761,635111,Black Forest Martini with Xocai Healthy Chocolate,51mg,7g
5762,635215,Blackberry Honey Cocktail,3mg,20g
5763,635375,Blue Cornmeal Dried Blueberry and Pinon Nut Biscotti,90mg,18g
5764,635679,Borani Esfanaaj,99mg,2g
5765,636098,Brie Bundles with Homemade Fig Jam,46mg,9g
5766,636331,Brownie Cupcakes,36mg,11g
5767,636393,Buckwheat Galette With An Egg,54mg,2g
5768,636835,Canadian apple butter,3mg,1g
5769,637181,Carrot Cake Muffin Cookies,65mg,2g
5770,637194,Carrot Cucumber Salad (Asian Style),65mg,4g
5771,637464,Charred Corn and Pepper Salsa,11mg,5g
5772,637633,Cheesy Artichoke Stuffed Mushrooms,46mg,0g
5773,638026,Chicken Chili With Black Eyed Peas,56mg,3g
5774,639062,Chocolate Infused Churros,53mg,5g
5775,639802,Coconut Pound Cake,94mg,17g
5776,639843,Cod Fillet In Lemon Grass Shallot Sauce,19mg,14g
5777,640708,Creamy Squash Orzo,17mg,2g
5778,641411,Delicious RAW Macadamia Zucchini GREEN Smoothie,49mg,5g
5779,642303,Eggplant pizzette,70mg,7g
5780,643117,Flour-Less Peanut Butter Cookies,99mg,7g
5781,643225,Foul Mudammas,61mg,1g
5782,643901,Frozen Chocolate-Dipped Peanut Butter Banana Bites,19mg,17g
5783,643931,frozen yogurt shortbread bars + coconut + chocolate,19mg,18g
5784,643945,"Fruit and Spinach Salad with ""Xocai Activ"" Vinaigrette",37mg,5g
5785,644051,Fudge Brownie Bites With Cherry Mousse,83mg,20g
5786,645572,Griet's vegetable soup,98mg,7g
5787,645708,Grilled Figs With Brie and Prosciutto,60mg,16g
5788,646033,Guinness Beer Cupcakes,70mg,17g
5789,647412,Hot Charlotte Cocktail,1mg,17g
5790,647471,Hot Giardiniera,49mg,2g
5791,647579,How to Make Ice Cream Without an Ice Cream Maker,43mg,8g
5792,648183,Italian Panna Cotta,69mg,17g
5793,648742,Kappa Maki,9mg,1g
5794,649082,Kosambri (Carrot Salad),80mg,2g
5795,649133,"Kunna (A Delicious Chinioti Dish, Punjab, Pakistan)",3mg,2g
5796,649378,Lazy Chai Cinnamon Rolls,91mg,22g
5797,649411,Lebanese Tabouleh,57mg,2g
5798,649495,Lemon and Garlic Slow Roasted Chicken,90mg,1g
5799,649567,Lemon Coconut Granola,7mg,12g
5800,649755,Lemon Quick Bread,88mg,23g
5801,649794,Lemon square bars,6mg,7g
5802,649808,Lemon Thumbprint Cookies,59mg,6g
5803,650573,Macaroon Cookies,95mg,6g
5804,650718,Mandarin and Ruby Red Grapefruit Tiramisu,74mg,21g
5805,651758,Meyer Lemon Biscotti with Dried Wild Blueberries,9mg,8g
5806,651972,Mini Pumpkin Donuts,60mg,6g
5807,652111,Mixed Berry Yogurt with Almonds,75mg,20g
5808,652964,Nasi Minyak (Malaysian Festive Rice),68mg,5g
5809,653930,Orange Poppy Seed Drops,49mg,7g
5810,654344,Pain Perdu - Brioche French Toast,93mg,2g
5811,654517,"Pandan, Coconut and Chocolate Burfi",54mg,10g
5812,654534,Paneer Makhani,100mg,2g
5813,655392,Pear and Apple Crumble,3mg,20g
5814,658737,Roja Sangria,5mg,21g
5815,658808,Rosemary Thyme Marinated Mushrooms,8mg,3g
5816,659412,Sautéed Balsamic Green Beans With Cherry Tomatoes,17mg,6g
5817,660158,Simple Vinaigrette,16mg,0g
5818,660996,Spiced Tomato Gratin...My Way,50mg,7g
5819,661638,Sticky Pecan Bites,47mg,6g
5820,661645,Stinging Nettle Pesto,85mg,0g
5821,661760,Strawberry Bites,97mg,4g
5822,663348,The Ultimate Frozen Coconut ‘Ice Cream’ with Hard Shell Chocolate Sauce,38mg,19g
5823,664169,Twice Cooked Ox Tongue,14mg,1g
5824,664308,Vanilla crème brûlée,27mg,7g
5825,664340,Vanilla Yogurt Mousse With Strawberry Marshmallow,50mg,18g
5826,664452,Vegan Mango Chia seed Mango Coconut Ice Pops,7mg,24g
5827,664473,Vegan Peanut Butter Chocolate Fudge,18mg,11g
5828,664680,Vegetarian Mushroom Shepherd's Pie,53mg,6g
5829,664870,Vintage Project: Strawberry Sponge Pie,88mg,20g
5830,665285,Whole Wheat Focaccia Bread with Caramelized Onion,66mg,3g
5831,665483,Xocai Nugget Pudding,53mg,7g
5832,716433,Easiest Breakfast Ever: Sunny Fruit Parfait,10mg,7g
5833,792072,Dressed Up Kale Salad,20mg,4g
5834,1095687,Roasted Figs and Cherries Dessert,1mg,15g
5835,1096312,Chocolate PB & J Cups,15mg,8g
5836,1697501,Switchel - Homemade Gatorade and Kombucha All-in-One,3mg,1g
5837,1697553,Pan-Seared Honey Glazed Salmon with Collard Greens,40mg,1g
5838,1697563,My Best Lemon Meringue Pie,8mg,1g
5839,1697581,Crème Brûlée,2mg,0g
5840,1697605,Chocolate Peanut Butter Cupcakes,25mg,1g
5841,1697615,How to Make Croissants (and Pain au Chocolat!),0mg,0g
5842,1697627,Berry Chantilly Cake,15mg,0g
5843,1697657,Easy Fudge,0mg,0g
5844,1697671,Sour Cream Coffee Cake,38mg,0g
5845,1697725,Barchiglia - A Pear-Almond Tart from the Old Country,20mg,2g
5846,1697821,Mushroom Jerky,71mg,1g
5847,157107,Skinny Cheesecake Brownie Bites,95mg,6g
5848,631741,Divine Christmas Candy Cane Cookies,2mg,4g
5849,631757,Savory Slow Roasted Tomatoes with Filet of Anchovy,63mg,3g
5850,631895,A Fruit That Descended From Paradise – Figs Poached In Red Wine,12mg,16g
5851,632105,Almond Cacao Nut Balls,4mg,5g
5852,632363,Angel Food Cake With Lemon Icing,42mg,17g
5853,632683,Apricot-Almond (Frangipane) Tart,83mg,19g
5854,633393,Baie Rose and Orange-Scented Red Berry NON COOK FREEZER Jam,4mg,16g
5855,633548,Baked Cinnamon Apple Wedges,3mg,23g
5856,633559,Baked Corned Beef with Sauteed Cabbage and Baked New Potatoes,88mg,17g
5857,633852,baked tomatoes,61mg,2g
5858,633998,Banana Blueberry Pancakes,44mg,9g
5859,634004,Banana Bread Nice Cream,1mg,15g
5860,634435,Basil Pesto,58mg,0g
5861,634931,Best Soft Ginger Cookies,26mg,8g
5862,636292,Brown Rice Mushroom Pilaf,59mg,2g
5863,637148,Carob Chips Cookies,31mg,9g
5864,637761,Cherry ice cream,35mg,17g
5865,638190,Chicken Medallions And Fruit Salad,39mg,2g
5866,638288,Chicken Roll-Ups With Feta Cheese and Arugula,33mg,0g
5867,639152,"CHOCOLATE PEANUT BUTTER, FROZEN BANANA DIPS",46mg,12g
5868,639167,Chocolate Plums,2mg,6g
5869,639493,Cinnamon Toffee Praline Oatmeal Cookies,91mg,5g
5870,639778,Coconut Israeli Couscous Studded With Pomegranate,37mg,11g
5871,639794,Coconut milk risotto (Arborio rice pudding),19mg,9g
5872,640062,Corn Avocado Salsa,14mg,2g
5873,640337,Cracked Wheat Cereal,85mg,9g
5874,640453,Cranegranate Sauce,3mg,16g
5875,640638,Creamy egg-less chocolate ice cream with chocolate chip cookies,39mg,19g
5876,641411,Delicious RAW Macadamia Zucchini GREEN Smoothie,49mg,5g
5877,641649,Dried Cranberry Chocolate Cookies,93mg,16g
5878,641755,Durian Panna Cotta,33mg,18g
5879,642152,"Easy, Healthy Peanut Butter Chocolate Chip Cookies",18mg,4g
5880,642559,Fallen Chocolate Cakes With Spanish Paprika,50mg,23g
5881,642878,Finger Lickin' Good Stewed Quince Dessert,14mg,8g
5882,643945,"Fruit and Spinach Salad with ""Xocai Activ"" Vinaigrette",37mg,5g
5883,644188,"Garden Fresh Heirloom Tomato, Pepper, and Cucumber Salad",35mg,1g
5884,644586,Ginger Hottendots,40mg,11g
5885,644898,Gluten-free Pumpkin Doughnut Holes (a.k.a. Mini Muffins),57mg,4g
5886,645032,Goldilocks Chia Seed Porridge,77mg,5g
5887,645572,Griet's vegetable soup,98mg,7g
5888,647371,Hot and Sour Grilled Fish Fillets,6mg,0g
5889,647412,Hot Charlotte Cocktail,1mg,17g
5890,647608,Huevos Rancheros,7mg,1g
5891,648742,Kappa Maki,9mg,1g
5892,648972,Kiwifruit & Lime Cupcakes,17mg,15g
5893,649082,Kosambri (Carrot Salad),80mg,2g
5894,649413,Lebanese Sweet Tahini Swirls,5mg,13g
5895,650789,Mango Guacamole,6mg,5g
5896,651256,Matcha Power Latte,34mg,5g
5897,651942,Mini Chocolate Chip & Flax Banana Muffins,79mg,4g
5898,652433,Moroccan Lemon Shish Kebabs,66mg,0g
5899,652608,Mushroom & Chestnut Soup,67mg,1g
5900,653192,No-Bake Fudge Brandy Brownies,99mg,12g
5901,653886,Orange Honey Madeleines,14mg,5g
5902,654061,Organic Strawberry Cupcakes,66mg,17g
5903,654517,"Pandan, Coconut and Chocolate Burfi",54mg,10g
5904,655130,Peach Melba,15mg,2g
5905,655178,Peach-Ginger Sorbet,2mg,23g
5906,655392,Pear and Apple Crumble,3mg,20g
5907,655419,Pear Dauphine’ Cocktail,3mg,18g
5908,655706,Peppery Absorption-Cooked Red-Wine Capellini,89mg,13g
5909,656248,Pinot Noir Brownies,97mg,13g
5910,657249,Pumpkin Banana Protein Oat Bars,67mg,7g
5911,658808,Rosemary Thyme Marinated Mushrooms,8mg,3g
5912,659621,Sea Salted Caramels,48mg,9g
5913,660158,Simple Vinaigrette,16mg,0g
5914,660398,Smokin' Good Margarita,3mg,10g
5915,660996,Spiced Tomato Gratin...My Way,50mg,7g
5916,661014,Spicy Banana Zucchini Balls,24mg,3g
5917,661833,Strawberry Mango Crumble,14mg,24g
5918,661880,Strawberry Sauce Tartlets,24mg,7g
5919,662582,Sweet Potato Green Tea Pancake Roll,65mg,9g
5920,662614,Sweet Pumpkin Beer Bread,11mg,14g
5921,662786,Tahini Cookies,3mg,4g
5922,663113,Thai Green Mango Salad,81mg,15g
5923,663362,"Thick, Fudgy, One Bowl Brownies",23mg,1g
5924,663751,Traditional Baked Mooncake,91mg,16g
5925,663867,Tropical Steel Cut Oatmeal,50mg,8g
5926,664575,Vegetable Paneer Skewers Or Paneer Tikka,19mg,3g
5927,665247,White Veal Stock (Fond Blanc De Veau),38mg,4g
5928,665330,Wild Blackberry Sorbet With Garden Mint & Lavender,5mg,18g
5929,665824,Heart Poppers,13mg,3g
5930,666225,Easy Mango Tart Recipe,37mg,20g
5931,715480,Cajun Style Sweet Potato Fries,4mg,4g
5932,918031,Oatmeal Chocolate Chip Cookies,56mg,9g
5933,1063645,The Secret to Easy Skillet Filet Mignon Steak Tacos,97mg,0g
5934,1082038,Big Batch Smoothie Bowl,15mg,24g
5935,1095839,Pernik - Czech Spice Cake,91mg,19g
5936,1096274,Very Vanilla Egg-Free Ice Cream,36mg,14g
5937,1096312,Chocolate PB & J Cups,15mg,8g
5938,1697501,Switchel - Homemade Gatorade and Kombucha All-in-One,3mg,1g
5939,1697655,Homemade Cinnamon Rolls,7mg,0g
5940,1697667,Moules Marinière (Mussels with Garlic and Parsley),42mg,7g
5941,149199,"Easy, All-Natural Protein Bars",2mg,19g
5942,716198,Tart Raspberry Sorbet with a Hint of Heat,28mg,6g
5943,631741,Divine Christmas Candy Cane Cookies,2mg,4g
5944,631913,A Refreshing Drink To Welcome You All,15mg,3g
5945,632155,Almond Nut Butter,1mg,2g
5946,632179,Almond Sandwich Cookies,6mg,4g
5947,632199,Almond Torte With Cream & Cherries,5mg,5g
5948,632252,Alouette® Stuffed Mushroom Caps,71mg,1g
5949,632280,Amaretto Almond Cookies,12mg,3g
5950,632570,Apple Pie Honey Wheat Scones,94mg,14g
5951,632678,Apricot Slice,36mg,19g
5952,633080,Authentic Kentucky Bourbon Balls,12mg,8g
5953,633106,Autumn Sangria,1mg,9g
5954,633578,Baked Doughnuts,32mg,11g
5955,633751,Baked Pumpkin Chocolate Chip Pancakes,14mg,7g
5956,633886,Baked Zucchini Chips,95mg,2g
5957,634070,Banana Creme Brulee,25mg,16g
5958,634996,Bird Cakes,2mg,1g
5959,635243,Blackberry Smash Pink Lemonade Pops,4mg,15g
5960,635679,Borani Esfanaaj,99mg,2g
5961,635754,Boysenberry Brownies,13mg,10g
5962,636080,Breakfast Sticky Buns,34mg,16g
5963,636292,Brown Rice Mushroom Pilaf,59mg,2g
5964,637187,Carrot Cake Snack Bites,10mg,5g
5965,638288,Chicken Roll-Ups With Feta Cheese and Arugula,33mg,0g
5966,638822,Chocolate Banana Biscotti,54mg,8g
5967,638883,Chocolate Carrot Cake Baked Doughnuts,99mg,24g
5968,639165,Chocolate Pistachio Energy Bites,8mg,17g
5969,639614,Classic Margarita,6mg,3g
5970,639637,Classic scones,29mg,12g
5971,639756,Coconut Custard Tarts With Dark Chocolate,67mg,8g
5972,640377,Hibiscus Cranberry Sauce,6mg,18g
5973,641308,Decadent Black Forest Cake,49mg,18g
5974,641445,Dessert That's No Problem: Baked Pears with Oatmeal Crumble,57mg,22g
5975,641759,Dutch Baby,76mg,17g
5976,641880,Easy Cheese Danish,23mg,0g
5977,642678,Ferrero Raffaello Coconut Candy Balls,45mg,7g
5978,643119,Flourless Apple Macadamia Cookies,35mg,5g
5979,643422,"Fresh Quick ""Pickle"" Side Dish",3mg,1g
5980,643901,Frozen Chocolate-Dipped Peanut Butter Banana Bites,19mg,17g
5981,645516,Green Side Salad With Sweet and Spicy Basil Vinaigrette,50mg,3g
5982,645708,Grilled Figs With Brie and Prosciutto,60mg,16g
5983,646873,Home Made Ghirardelli Chocolate Peanut Butter Cups,43mg,10g
5984,647277,Honey Roasted Root Vegetables,18mg,5g
5985,648345,Jalapeño Corn Cakes With Avocado Salsa,53mg,1g
5986,648660,Just Another Tiramisu,22mg,3g
5987,649411,Lebanese Tabouleh,57mg,2g
5988,649567,Lemon Coconut Granola,7mg,12g
5989,649748,Lemon Pudding Pie,97mg,23g
5990,649808,Lemon Thumbprint Cookies,59mg,6g
5991,650169,Little Apricot Cakes,60mg,16g
5992,650789,Mango Guacamole,6mg,5g
5993,650871,Maple & Curry Acorn Squash,18mg,4g
5994,651225,"Mashed Potatoes with Garlic, Sage & Goat Cheese",73mg,1g
5995,651893,Million Dollar Caramel Cookies,86mg,16g
5996,651942,Mini Chocolate Chip & Flax Banana Muffins,79mg,4g
5997,654423,Pan Roasted New Potatoes With Fresh Herbs,80mg,2g
5998,654512,Pandan Chiffon Cake,54mg,8g
5999,655313,Peanut Butter Granola,60mg,11g
6000,655778,Persimmon Margarita,5mg,11g
6001,655838,Pesto Rolls,71mg,0g
6002,656297,Pistachio Milk Chocolate Chip Cookies,49mg,9g
6003,657448,Purim Poppy Seed Hamentaschen,34mg,7g
6004,658057,Red Currant Streusel Bars,83mg,13g
6005,658619,Roasted Pears,3mg,22g
6006,658808,Rosemary Thyme Marinated Mushrooms,8mg,3g
6007,659563,Scarlet Poached Pears,18mg,23g
6008,659621,Sea Salted Caramels,48mg,9g
6009,659670,Seared Salmon With Garlic Dill Sour Cream,93mg,0g
6010,659867,Sholeh Zard: Saffron Infused Rice Pudding,52mg,21g
6011,661602,Sterling Cooper Blini with Caviar,76mg,1g
6012,661638,Sticky Pecan Bites,47mg,6g
6013,661789,Strawberry Cucumber Refresher,8mg,2g
6014,662038,Stuffed Lemons in the Oven,53mg,2g
6015,662231,"Summer Kale, Orange & Pomegranate Salad with Moscato Dressing",25mg,7g
6016,662871,Tapioca Pudding with Pineapple and Coconut,49mg,16g
6017,663113,Thai Green Mango Salad,81mg,15g
6018,663448,Tiramisu Infused With Amaretto (Eggless!),43mg,3g
6019,663858,Tropical Ice Pops,29mg,14g
6020,664663,Vegetarian Jacket Potatoes,49mg,2g
6021,664680,Vegetarian Mushroom Shepherd's Pie,53mg,6g
6022,664963,Warm Lemon Poppy Seed Cake With Chocolate Ganache Center,58mg,22g
6023,665043,"Watermelon, Zucchini, Carrot Salad",50mg,10g
6024,665307,Wholesome Spelt Waffles,75mg,1g
6025,665823,Melt Your Heart,47mg,11g
6026,715540,Summer Berry Salad,9mg,15g
6027,798956,Mango Banana Coconut Smoothie,11mg,12g
6028,1095767,Vegan Sunflower Seed Pesto,6mg,0g
6029,1697397,Avocado chocolate truffles,68mg,3g
6030,1697539,Peach Mango Turnovers,85mg,6g
6031,1697551,Good Old Fashioned Pancakes,29mg,0g
6032,1697561,Berries and Cream Chocolate Pie,0mg,0g
6033,1697655,Homemade Cinnamon Rolls,7mg,0g
6034,1697667,Moules Marinière (Mussels with Garlic and Parsley),42mg,7g
6035,1697669,The Best Banana Nut Bread,43mg,0g
6036,631750,Flank Steak with Mushroom Sauce,88mg,2g
6037,631757,Savory Slow Roasted Tomatoes with Filet of Anchovy,63mg,3g
6038,631841,15 Minute Healthy Dark Chocolate Truffles,51mg,7g
6039,631852,2-hour no knead bread,13mg,0g
6040,631895,A Fruit That Descended From Paradise – Figs Poached In Red Wine,12mg,16g
6041,631902,A Healthier Cookie with Mini M&Ms,29mg,24g
6042,632179,Almond Sandwich Cookies,6mg,4g
6043,632199,Almond Torte With Cream & Cherries,5mg,5g
6044,632286,Amaretto Chocolate Cookies,7mg,8g
6045,632445,Apothic Granita and Vanilla Panna Cotta,73mg,19g
6046,632577,Apple Pie Pancakes,14mg,11g
6047,632622,Apple- Pomegranate Crisp,56mg,25g
6048,633126,Avocado and Orange Salad With Orange-Ginger Dressing,64mg,17g
6049,634854,Berry Fruit Crumble,58mg,14g
6050,634931,Best Soft Ginger Cookies,26mg,8g
6051,635492,Blueberry Loaf With Blueberry Syrup,74mg,13g
6052,636331,Brownie Cupcakes,36mg,11g
6053,636598,Butternut Squash Souffle Side Dish,99mg,3g
6054,636857,Candied Nuts,49mg,8g
6055,636874,Candy Cane Chocolate Marshmallows,6mg,8g
6056,637187,Carrot Cake Snack Bites,10mg,5g
6057,637383,Chai Concentrate,22mg,25g
6058,638288,Chicken Roll-Ups With Feta Cheese and Arugula,33mg,0g
6059,638974,Chocolate Cream Cheese Muffins,81mg,17g
6060,639161,Chocolate Peppermint Cookies,37mg,13g
6061,639450,Cinnamon Cookies,30mg,5g
6062,639487,Cinnamon Sugar Fried Apples,19mg,12g
6063,639615,Classic Martini,1mg,0g
6064,639637,Classic scones,29mg,12g
6065,639833,Coconut Toffee Macaroons,61mg,16g
6066,641093,Curried Pork Chops and Cauliflower With Basmati Rice,89mg,6g
6067,641759,Dutch Baby,76mg,17g
6068,642554,Fall Fruit Compote,30mg,20g
6069,642678,Ferrero Raffaello Coconut Candy Balls,45mg,7g
6070,643104,Florentine Cookies With Added Pistachios & Raisins,5mg,6g
6071,643117,Flour-Less Peanut Butter Cookies,99mg,7g
6072,643462,Fresh Corn Salsa,20mg,2g
6073,643885,Frosted Pumpkin Cookies,83mg,13g
6074,643902,Frozen Fruit Dessert,3mg,18g
6075,644586,Ginger Hottendots,40mg,11g
6076,644885,Gluten Free Vegan Gnocchi,69mg,1g
6077,644914,Glutinous Rice Poppy Muffins,35mg,9g
6078,645175,Granola,5mg,19g
6079,646136,Halloween Haystacks,80mg,10g
6080,646484,Healthy Hazelnut Cookies,70mg,3g
6081,646524,Healthy Vegan Red Velvet Brownies,74mg,22g
6082,647471,Hot Giardiniera,49mg,2g
6083,647579,How to Make Ice Cream Without an Ice Cream Maker,43mg,8g
6084,647659,Hungarian Plum Dumplings,12mg,9g
6085,647928,Insanely Chocolaty Chewable Sandwich Cookies,69mg,11g
6086,648183,Italian Panna Cotta,69mg,17g
6087,649514,Lemon Bars,60mg,8g
6088,649593,Lemon Cupcakes,19mg,18g
6089,649795,Lemon Squares,90mg,7g
6090,650485,Luscious Orange Cardamom Smoothie,2mg,20g
6091,650718,Mandarin and Ruby Red Grapefruit Tiramisu,74mg,21g
6092,651972,Mini Pumpkin Donuts,60mg,6g
6093,652078,Miso Soup With Thin Noodles,75mg,3g
6094,653521,Oh Pear Cocktail,3mg,8g
6095,654534,Paneer Makhani,100mg,2g
6096,654571,Panna Cotta with Raspberry and Orange Sauce,79mg,20g
6097,655019,Patriotic Strawberries,13mg,10g
6098,657972,Raw Chocolate Energy Bars,29mg,17g
6099,658512,Roasted Broccoli,14mg,0g
6100,659621,Sea Salted Caramels,48mg,9g
6101,660398,Smokin' Good Margarita,3mg,10g
6102,660475,Snow Pea Sesame Noodle Salad,90mg,7g
6103,660707,Southwest Egg Rolls with Cilantro Lime Pesto,91mg,1g
6104,660932,Spiced Apple Cider,9mg,19g
6105,661789,Strawberry Cucumber Refresher,8mg,2g
6106,661833,Strawberry Mango Crumble,14mg,24g
6107,661908,Strawberry Upside Down Cakes with Vanilla Bean,58mg,19g
6108,662175,Sugar-Free Apple and Cinnamon Jam,1mg,3g
6109,662231,"Summer Kale, Orange & Pomegranate Salad with Moscato Dressing",25mg,7g
6110,663113,Thai Green Mango Salad,81mg,15g
6111,663544,Tomatillo Sauce (Salsa Verde),51mg,3g
6112,663751,Traditional Baked Mooncake,91mg,16g
6113,663853,Tropical Breakfast Quinoa,51mg,8g
6114,663883,Tru Chocolate Martini,4mg,21g
6115,664474,Vegan Pumpkin Pie Butter Cups,70mg,11g
6116,664575,Vegetable Paneer Skewers Or Paneer Tikka,19mg,3g
6117,664870,Vintage Project: Strawberry Sponge Pie,88mg,20g
6118,665482,Xocai No Bake Cookies,38mg,19g
6119,673436,Chicken with Avocado Peach Salsa,9mg,14g
6120,715449,How to Make OREO Turkeys for Thanksgiving,61mg,9g
6121,1499853,Cake Mix Donuts,61mg,24g
6122,1697613,Apple Cider Muffins with Cinnamon Streusel,28mg,1g
6123,1697625,Light and Tasty Tomato Basil Mozzarella Pasta for a Hot Summer Evening,7mg,2g
6124,1697635,Grilled Vegetables,11mg,9g
6125,1697651,Caesar Dressing,33mg,0g
6126,1697667,Moules Marinière (Mussels with Garlic and Parsley),42mg,7g
6127,1697707,Easy as Pie - Mini Apple Pear Pies for Fall,86mg,5g
6128,1697783,Tiramisu Overnight Oats,2mg,1g
6129,1697801,Scaloppine al Limone,51mg,0g
6130,157497,Chocolate Tart with a Bourbon Glaze and Pumpkin Whipped Cream,19mg,18g
6131,157994,Oreo Balls,86mg,11g
6132,602644,Whisky Seville Marmalade Souffle,34mg,13g
6133,631741,Divine Christmas Candy Cane Cookies,2mg,4g
6134,631744,Flourless Lentil Chocolate Brownies,59mg,16g
6135,631750,Flank Steak with Mushroom Sauce,88mg,2g
6136,632445,Apothic Granita and Vanilla Panna Cotta,73mg,19g
6137,632570,Apple Pie Honey Wheat Scones,94mg,14g
6138,632683,Apricot-Almond (Frangipane) Tart,83mg,19g
6139,633059,Austrian Apple Twists,31mg,3g
6140,633302,Bacon Caramels,48mg,7g
6141,633547,Baked Cinnamon Apple Slices,5mg,13g
6142,633851,Baked Tofu Cheesecake,97mg,13g
6143,633886,Baked Zucchini Chips,95mg,2g
6144,633950,Balsamic Vinaigrette Dressing,10mg,1g
6145,635248,Blackberry Walnut Cookies,24mg,9g
6146,635495,Blueberry Mojito Popsicles,15mg,8g
6147,635679,Borani Esfanaaj,99mg,2g
6148,636292,Brown Rice Mushroom Pilaf,59mg,2g
6149,636363,Brussels Sprouts In Honey Butter With Chili Flakes,73mg,5g
6150,636598,Butternut Squash Souffle Side Dish,99mg,3g
6151,637181,Carrot Cake Muffin Cookies,65mg,2g
6152,637482,Chavrie Stuffed Grape Leaves,6mg,3g
